               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 342,              1.5161,             0.83732,              1.1333,             0.86273,             0.72381,             0.79848,             0.47681,                   0,                   0,                   0,           0.0006441,           0.0006441,           0.0006441
                 343,              1.5274,             0.85929,              1.1084,             0.85641,             0.72782,             0.79909,             0.48387,                   0,                   0,                   0,          0.00062322,          0.00062322,          0.00062322
                 344,              1.5235,              0.8467,                1.11,             0.83957,             0.74092,             0.79692,             0.47593,                   0,                   0,                   0,          0.00060268,          0.00060268,          0.00060268
                 345,              1.5039,             0.83533,              1.1139,             0.83595,             0.73634,              0.7952,             0.48269,                   0,                   0,                   0,          0.00058247,          0.00058247,          0.00058247
                 346,               1.475,             0.79327,              1.1202,             0.85112,             0.72952,             0.79201,             0.47842,                   0,                   0,                   0,          0.00056259,          0.00056259,          0.00056259
                 347,              1.4861,             0.80525,              1.1392,             0.83973,             0.73167,             0.79379,              0.4757,                   0,                   0,                   0,          0.00054305,          0.00054305,          0.00054305
                 348,              1.4602,              0.7957,              1.1192,             0.84518,             0.72532,             0.79553,             0.47003,                   0,                   0,                   0,          0.00052384,          0.00052384,          0.00052384
                 349,              1.5025,             0.82609,              1.1218,                0.85,             0.72525,             0.79682,             0.46998,                   0,                   0,                   0,          0.00050498,          0.00050498,          0.00050498
                 350,               1.504,             0.82675,              1.1197,             0.86287,             0.72414,              0.7968,             0.47878,                   0,                   0,                   0,          0.00048645,          0.00048645,          0.00048645
                 351,              1.4752,             0.79796,              1.1283,             0.84115,             0.73683,             0.79728,             0.47867,                   0,                   0,                   0,          0.00046827,          0.00046827,          0.00046827
                 352,              1.5204,              0.8488,              1.1079,             0.84629,             0.73596,              0.7997,             0.48121,                   0,                   0,                   0,          0.00045042,          0.00045042,          0.00045042
                 353,              1.4768,             0.81352,              1.1135,             0.83563,             0.74659,             0.79824,             0.48066,                   0,                   0,                   0,          0.00043292,          0.00043292,          0.00043292
                 354,              1.4802,             0.80686,              1.1183,             0.83457,             0.74593,             0.79614,             0.47796,                   0,                   0,                   0,          0.00041576,          0.00041576,          0.00041576
                 355,              1.5256,               0.841,              1.1312,             0.83925,             0.75245,              0.7997,             0.48136,                   0,                   0,                   0,          0.00039895,          0.00039895,          0.00039895
                 356,              1.5109,             0.83409,              1.1173,             0.84082,             0.74937,             0.79726,             0.48256,                   0,                   0,                   0,          0.00038248,          0.00038248,          0.00038248
                 357,              1.4631,             0.78553,              1.1164,              0.8407,             0.73641,             0.79684,             0.47551,                   0,                   0,                   0,          0.00036636,          0.00036636,          0.00036636
                 358,              1.4737,             0.81339,              1.1084,             0.82643,             0.74678,             0.79549,             0.47876,                   0,                   0,                   0,          0.00035059,          0.00035059,          0.00035059
                 359,              1.5065,              0.8347,              1.1256,             0.83229,             0.74863,             0.79569,             0.48366,                   0,                   0,                   0,          0.00033516,          0.00033516,          0.00033516
                 360,              1.4711,             0.80316,               1.121,             0.84778,             0.74054,             0.79731,             0.47827,                   0,                   0,                   0,          0.00032009,          0.00032009,          0.00032009
                 361,              1.4898,             0.80828,              1.1264,             0.84361,             0.74171,             0.79662,             0.48517,                   0,                   0,                   0,          0.00030537,          0.00030537,          0.00030537
                 362,              1.4503,             0.79916,              1.1051,             0.85563,             0.74266,             0.79808,             0.48059,                   0,                   0,                   0,            0.000291,            0.000291,            0.000291
                 363,              1.4648,             0.79806,              1.1106,             0.84762,             0.73479,             0.80316,             0.48728,                   0,                   0,                   0,          0.00027698,          0.00027698,          0.00027698
                 364,              1.4845,              0.8174,              1.1206,             0.84713,             0.73264,             0.79733,             0.48536,                   0,                   0,                   0,          0.00026331,          0.00026331,          0.00026331
                 365,              1.4485,             0.78003,              1.1159,             0.84256,             0.73595,             0.79592,             0.48289,                   0,                   0,                   0,             0.00025,             0.00025,             0.00025
                 366,              1.5035,              0.8336,              1.1252,             0.83054,             0.74185,             0.79392,             0.48037,                   0,                   0,                   0,          0.00023704,          0.00023704,          0.00023704
                 367,              1.4799,             0.82876,              1.1067,             0.83833,             0.73216,              0.7937,             0.48136,                   0,                   0,                   0,          0.00022444,          0.00022444,          0.00022444
                 368,              1.4675,              0.7827,              1.1075,              0.8443,             0.73681,             0.79481,             0.47904,                   0,                   0,                   0,           0.0002122,           0.0002122,           0.0002122
                 369,              1.4594,             0.77786,              1.1324,             0.83917,              0.7409,             0.79618,             0.48198,                   0,                   0,                   0,          0.00020031,          0.00020031,          0.00020031
                 370,                1.47,             0.83097,              1.1103,             0.84518,             0.74043,             0.79418,             0.48838,                   0,                   0,                   0,          0.00018878,          0.00018878,          0.00018878
                 371,              1.4587,             0.79109,              1.1282,             0.83991,              0.7353,             0.79505,             0.48395,                   0,                   0,                   0,          0.00017761,          0.00017761,          0.00017761
                 372,              1.4367,             0.76697,              1.1134,             0.84432,             0.74114,             0.79909,             0.48808,                   0,                   0,                   0,           0.0001668,           0.0001668,           0.0001668
                 373,               1.487,             0.82012,               1.123,             0.84496,             0.74058,             0.79915,             0.48796,                   0,                   0,                   0,          0.00015635,          0.00015635,          0.00015635
                 374,              1.4864,             0.80808,              1.1089,             0.84573,             0.73851,              0.7984,             0.48556,                   0,                   0,                   0,          0.00014627,          0.00014627,          0.00014627
                 375,              1.4536,             0.78587,              1.1079,             0.85206,             0.73462,             0.80082,             0.48452,                   0,                   0,                   0,          0.00013654,          0.00013654,          0.00013654
                 376,              1.4522,             0.78717,               1.114,             0.84446,             0.73259,             0.79993,             0.48463,                   0,                   0,                   0,          0.00012717,          0.00012717,          0.00012717
                 377,              1.4876,             0.80683,              1.1443,              0.8317,             0.73685,             0.79815,             0.48062,                   0,                   0,                   0,          0.00011817,          0.00011817,          0.00011817
                 378,              1.4547,             0.80607,              1.1248,             0.83412,             0.73493,             0.79747,             0.48251,                   0,                   0,                   0,          0.00010953,          0.00010953,          0.00010953
                 379,               1.483,             0.79939,              1.1204,             0.83233,             0.73648,              0.7977,             0.48273,                   0,                   0,                   0,          0.00010125,          0.00010125,          0.00010125
                 380,              1.4658,             0.78985,              1.1148,             0.84592,              0.7329,             0.80068,             0.48748,                   0,                   0,                   0,          9.3343e-05,          9.3343e-05,          9.3343e-05
                 381,              1.4582,             0.78307,              1.1084,             0.84641,             0.73937,             0.79975,             0.48554,                   0,                   0,                   0,          8.5796e-05,          8.5796e-05,          8.5796e-05
                 382,               1.472,             0.78386,              1.1155,             0.84645,             0.73954,             0.79963,             0.48484,                   0,                   0,                   0,          7.8614e-05,          7.8614e-05,          7.8614e-05
                 383,              1.4722,             0.81363,              1.1048,             0.84602,             0.73898,              0.7996,             0.48517,                   0,                   0,                   0,          7.1798e-05,          7.1798e-05,          7.1798e-05
                 384,              1.4782,             0.85054,              1.1173,             0.84671,             0.73885,              0.8001,             0.48775,                   0,                   0,                   0,          6.5348e-05,          6.5348e-05,          6.5348e-05
                 385,              1.4641,             0.78443,              1.1164,             0.84699,             0.73934,             0.80022,             0.48614,                   0,                   0,                   0,          5.9264e-05,          5.9264e-05,          5.9264e-05
                 386,              1.4481,             0.79005,              1.1119,             0.84099,             0.73454,             0.79913,             0.48581,                   0,                   0,                   0,          5.3548e-05,          5.3548e-05,          5.3548e-05
                 387,              1.4794,              0.8315,               1.105,              0.8403,              0.7346,             0.79927,             0.48646,                   0,                   0,                   0,          4.8198e-05,          4.8198e-05,          4.8198e-05
                 388,              1.4715,             0.78971,              1.1103,             0.84047,             0.73429,              0.7991,             0.48586,                   0,                   0,                   0,          4.3216e-05,          4.3216e-05,          4.3216e-05
                 389,              1.4436,              0.8104,              1.1048,             0.84932,             0.72563,             0.79945,              0.4878,                   0,                   0,                   0,          3.8602e-05,          3.8602e-05,          3.8602e-05
                 390,              1.4462,              0.7717,              1.1071,             0.84044,             0.73302,             0.79874,             0.48444,                   0,                   0,                   0,          3.4355e-05,          3.4355e-05,          3.4355e-05
                 391,              1.4747,             0.79982,              1.1061,             0.85054,             0.73605,             0.79802,             0.48381,                   0,                   0,                   0,          3.0478e-05,          3.0478e-05,          3.0478e-05
                 392,               1.454,             0.77943,               1.124,             0.85303,             0.73541,             0.79838,              0.4837,                   0,                   0,                   0,          2.6968e-05,          2.6968e-05,          2.6968e-05
                 393,              1.4477,             0.76967,              1.1263,             0.85327,             0.73497,             0.79779,             0.48571,                   0,                   0,                   0,          2.3828e-05,          2.3828e-05,          2.3828e-05
                 394,              1.4501,              0.7926,              1.1063,              0.8524,             0.73708,              0.7962,             0.48496,                   0,                   0,                   0,          2.1056e-05,          2.1056e-05,          2.1056e-05
                 395,              1.4476,             0.80153,              1.1224,             0.85379,             0.73531,             0.79839,             0.48681,                   0,                   0,                   0,          1.8654e-05,          1.8654e-05,          1.8654e-05
                 396,              1.4604,             0.78927,              1.1313,             0.85203,              0.7291,             0.79499,             0.48446,                   0,                   0,                   0,          1.6621e-05,          1.6621e-05,          1.6621e-05
                 397,              1.4707,             0.81085,              1.1098,             0.85539,             0.73462,             0.79858,             0.48642,                   0,                   0,                   0,          1.4958e-05,          1.4958e-05,          1.4958e-05
                 398,              1.4417,             0.76952,              1.1286,             0.85192,             0.72753,             0.79468,             0.48366,                   0,                   0,                   0,          1.3664e-05,          1.3664e-05,          1.3664e-05
                 399,              1.4873,             0.82912,              1.1245,             0.85051,              0.7272,             0.79679,             0.48483,                   0,                   0,                   0,          1.2739e-05,          1.2739e-05,          1.2739e-05
